Image,L_Width,L_Height,R_Width,R_Height
cars_test_05913.jpg,0.078,0.15892053973013492,0.96,0.7691154422788605
avito_4924008431.jpg,0.1078125,0.17708333333333334,0.93125,0.8416666666666667
cars_test_04539.jpg,0.0375,0.28958333333333336,0.7109375,0.825
cars_train_06444.jpg,0.0953125,0.2458333333333333,0.9078125,0.7229166666666667
cars_test_00479.jpg,0.3458333333333333,0.4,0.8805555555555555,0.8567901234567902
cars_train_02051.jpg,0.035856573705179286,0.15100671140939598,0.9701195219123506,0.9194630872483222
cars_train_03682.jpg,0.006956521739130435,0.18561484918793505,0.9947826086956522,0.6821345707656613
cars_train_07866.jpg,0.04861111111111111,0.14,0.949074074074074,0.922
cars_train_07814.jpg,0.022222222222222227,0.17268041237113402,0.9777777777777776,0.9097938144329896
cars_train_07322.jpg,0.15,0.3604938271604938,0.890625,0.8740740740740741
cars_train_07002.jpg,0.02,0.14814814814814814,0.99,0.8306878306878307
cars_train_00377.jpg,0.03125,0.1,0.975,0.94375
cars_train_07315.jpg,0.0380952380952381,0.04032258064516129,0.9714285714285714,0.9435483870967742
cars_test_03570.jpg,0.000625,0.02083333333333333,0.998125,0.9983333333333332
cars_train_00079.jpg,0.22,0.26865671641791045,0.9986666666666668,0.9061833688699359
cars_test_07308.jpg,0.03125,0.19661458333333331,0.865234375,0.8059895833333334
cars_train_01975.jpg,0.1552734375,0.4514705882352941,0.9736328125,0.8897058823529411
cars_train_01784.jpg,0.02076502732240437,0.2010928961748634,0.9683060109289616,0.7890710382513662
cars_train_02825.jpg,0.212,0.16,0.862,0.8079999999999999
cars_test_04520.jpg,0.0763888888888889,0.1851851851851852,0.9861111111111112,0.75
cars_test_06608.jpg,0.17452830188679244,0.1638888888888889,0.8066037735849056,0.7972222222222223
cars_test_00521.jpg,0.05333333333333334,0.24,1.0,0.6488888888888888
cars_train_07020.jpg,0.2703125,0.34349355216881594,0.80234375,0.8956623681125441
cars_test_04990.jpg,0.0703125,0.16901408450704225,0.9375,0.8145539906103286
auto_4ef881603550899bc464064a7882fec6.jpg,0.17416666666666664,0.2733333333333333,0.905,0.8444444444444444
drom_354743860.jpg,0.065,0.08,0.875,0.9866666666666668
cars_train_05927.jpg,0.0425,0.3083411433926898,0.975625,0.9606373008434864
cars_test_02222.jpg,0.1408,0.08800000000000001,0.9279999999999999,0.9253333333333332
cars_train_06806.jpg,0.08025682182985554,0.4168674698795181,0.9293739967897272,0.9036144578313252
cars_test_02502.jpg,0.08888888888888889,0.25925925925925924,0.8458333333333333,0.7444444444444445
avito_5259626913.jpg,0.0,0.0,1.0,1.0
cars_test_02716.jpg,0.0009765625,0.0013020833333333333,0.998046875,0.9986979166666666
drom_344342048.jpg,0.2383333333333333,0.33111111111111113,0.765,0.8377777777777777
cars_train_05627.jpg,0.07890625,0.03836317135549872,0.93125,0.9987212276214834
cars_test_01214.jpg,0.04,0.14333333333333334,0.975625,0.8358333333333333
cars_train_04842.jpg,0.0694980694980695,0.08762886597938144,0.9884169884169884,1.0
cars_test_01034.jpg,0.134375,0.09375,0.9421875,0.78125
cars_train_04431.jpg,0.023125,0.34,0.97,0.7883333333333333
cars_train_06661.jpg,0.1005859375,0.09114583333333333,0.912109375,0.8958333333333334
drom_344051604.jpg,0.05666666666666665,0.1175,1.0,0.8325
cars_test_00978.jpg,0.19857142857142854,0.16594516594516595,0.8071428571428572,0.9105339105339104
cars_train_01463.jpg,0.06177606177606178,0.25773195876288657,0.915057915057915,0.8402061855670103
cars_test_04549.jpg,0.0384,0.22008547008547008,0.9504,0.8418803418803419
cars_train_01106.jpg,0.123046875,0.34260614934114203,0.7900390625,0.7452415812591509
cars_test_03477.jpg,0.044000000000000004,0.07874015748031496,0.988,0.9448818897637796
cars_train_00741.jpg,0.0640625,0.16875,0.9828125,0.8541666666666666
cars_test_04215.jpg,0.09166666666666666,0.03888888888888889,0.9791666666666666,0.9833333333333332
cars_test_05999.jpg,0.0642361111111111,0.3506944444444444,0.9079861111111112,0.7957175925925926
cars_test_01694.jpg,0.03666666666666667,0.1895734597156398,0.9533333333333334,0.8957345971563981
cars_test_02007.jpg,0.13846153846153847,0.16494845360824742,0.903846153846154,0.8556701030927835
cars_test_04827.jpg,0.03625,0.17890772128060264,0.895,0.7363465160075329
cars_train_05458.jpg,0.06435643564356436,0.059447983014862,0.9306930693069309,0.9108280254777071
drom_351236348.jpg,0.0,0.21125,0.9716666666666668,0.95125
cars_train_06874.jpg,0.08666666666666667,0.048888888888888885,0.8966666666666666,0.9822222222222222
cars_test_01654.jpg,0.027027027027027032,0.015463917525773196,1.0,0.9329896907216496
cars_train_00881.jpg,0.01759530791788856,0.09197080291970802,0.8651026392961877,0.967883211678832
cars_train_03502.jpg,0.16666666666666666,0.5887005649717514,0.8216666666666667,0.8915254237288136
cars_train_00689.jpg,0.1391509433962264,0.175,0.8702830188679245,0.8138888888888889
cars_train_04822.jpg,0.21333333333333332,0.13114754098360654,0.9133333333333332,0.819672131147541
cars_test_00180.jpg,0.025839793281653745,0.2635814889336016,0.979328165374677,0.8993963782696177
cars_test_02988.jpg,0.07962962962962962,0.3577777777777777,0.95,0.8333333333333334
cars_test_06767.jpg,0.01981981981981982,0.04567307692307692,0.9711711711711712,0.7620192307692307
cars_test_02717.jpg,0.10677966101694916,0.12755102040816327,0.9084745762711864,0.9413265306122448
cars_train_06071.jpg,0.09736842105263158,0.14912280701754385,0.913157894736842,0.9078947368421052
cars_train_05362.jpg,0.03666666666666667,0.02564102564102564,0.9733333333333334,0.9829059829059827
cars_test_00529.jpg,0.18181818181818185,0.33879781420765026,0.8472727272727273,0.7868852459016393
cars_test_07447.jpg,0.08494208494208494,0.15463917525773194,0.8262548262548263,0.8402061855670103
